Rent,BHK,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom
9000,0.0,0.27251732101616627,0.5,1.0,0.8,0.0,0.5,0.0
6000,0.0,0.22632794457274827,0.25,1.0,0.8,1.0,0.5,0.0
20000,0.2857142857142857,0.45727482678983833,0.375,1.0,0.8,0.0,0.5,0.4
5000,0.0,0.13394919168591224,0.375,0.5,0.8,1.0,0.5,0.0
12000,0.2857142857142857,0.5496535796766743,0.375,1.0,0.8,0.0,0.5,0.4
10000,0.2857142857142857,0.22632794457274827,0.625,0.5,0.8,0.5,0.5,0.0
18000,0.8571428571428571,0.5496535796766743,0.375,1.0,0.8,1.0,1.0,0.4
15000,0.2857142857142857,0.4110854503464203,0.375,0.5,0.8,0.5,0.5,0.4
22000,0.5714285714285714,0.5958429561200923,0.25,0.5,0.8,1.0,0.5,0.8000000000000002
35000,0.8571428571428571,0.7344110854503464,0.375,0.5,0.8,1.0,0.5,0.8000000000000002
21000,0.5714285714285714,0.6651270207852193,0.25,1.0,0.8,1.0,1.0,0.4
25000,0.2857142857142857,0.5034642032332562,0.5,1.0,0.8,0.0,0.0,0.4
180000,0.2857142857142857,0.4341801385681293,0.25,0.5,0.8,1.0,0.5,0.4
6000,0.0,0.27251732101616627,1.0,0.5,0.8,1.0,0.5,0.0
14000,0.2857142857142857,0.3187066974595843,0.25,0.5,0.8,1.0,0.5,0.4
8000,0.5714285714285714,0.3418013856812933,0.25,1.0,0.8,1.0,1.0,0.0
8000,0.2857142857142857,0.45727482678983833,0.25,1.0,0.8,1.0,0.5,0.0
6000,0.0,0.09699769053117782,0.25,1.0,0.8,0.0,0.5,0.0
8000,0.0,0.13394919168591224,0.375,0.5,0.8,0.5,0.0,0.0
6000,0.0,0.13394919168591224,0.25,0.5,0.8,1.0,0.5,0.0
20000,0.0,0.3187066974595843,0.375,1.0,0.8,0.5,0.5,0.0
12000,0.5714285714285714,0.3648960739030023,0.25,1.0,0.8,1.0,0.5,0.4
15000,0.5714285714285714,0.7344110854503464,0.375,1.0,0.8,1.0,0.5,0.4
14000,0.2857142857142857,0.45727482678983833,0.375,0.5,0.8,1.0,0.5,0.4
5000,0.0,0.004618937644341801,0.5,1.0,0.8,1.0,0.5,0.0
7000,0.2857142857142857,0.18013856812933027,0.25,0.5,0.8,1.0,0.5,0.0
3900,0.0,0.08775981524249422,0.5,1.0,0.8,0.0,0.5,0.0
14000,0.5714285714285714,0.3833718244803695,0.375,0.5,0.8,1.0,0.0,0.4
6300,0.0,0.13394919168591224,0.375,0.5,0.8,1.0,0.5,0.0
13000,0.2857142857142857,0.24942263279445726,0.375,0.5,0.8,0.0,0.5,0.4
6800,0.0,0.13394919168591224,0.375,0.5,0.8,1.0,0.5,0.0
8000,0.2857142857142857,0.3648960739030023,0.375,1.0,0.8,1.0,0.5,0.4
10000,0.2857142857142857,0.3371824480369515,0.25,0.5,0.8,1.0,0.0,0.0
18000,0.2857142857142857,0.5958429561200923,0.375,1.0,0.8,1.0,0.5,0.4
8000,0.2857142857142857,0.2956120092378753,0.25,1.0,0.8,0.5,0.5,0.0
8000,0.2857142857142857,0.22170900692840648,0.375,1.0,0.8,0.5,0.5,0.0
4700,0.0,0.11085450346420322,0.5,1.0,0.8,0.0,0.5,0.0
4700,0.0,0.11085450346420322,0.25,1.0,0.8,0.0,0.5,0.0
4500,0.0,0.20323325635103925,0.375,1.0,0.8,1.0,0.5,0.0
6000,0.0,0.13394919168591224,0.25,0.5,0.8,0.5,0.5,0.0
16000,0.2857142857142857,0.3418013856812933,0.375,1.0,0.8,1.0,0.5,0.4
4700,0.0,0.11085450346420322,0.375,1.0,0.8,0.0,0.5,0.0
14000,0.2857142857142857,0.3422632794457275,0.625,0.5,0.8,1.0,0.0,0.0
9000,0.2857142857142857,0.4110854503464203,0.25,0.5,0.8,0.5,0.0,0.0
5000,0.2857142857142857,0.18013856812933027,0.375,0.5,0.8,0.5,0.5,0.0
17500,0.2857142857142857,0.45727482678983833,0.25,0.5,0.8,0.5,0.5,0.4
8500,0.2857142857142857,0.45727482678983833,0.25,0.5,0.8,1.0,0.5,0.0
15000,0.5714285714285714,0.6882217090069284,0.375,0.5,0.8,0.5,1.0,0.4
12500,0.2857142857142857,0.3418013856812933,0.375,0.5,0.8,1.0,0.5,0.4
13000,0.0,0.5496535796766743,0.5,1.0,0.8,0.5,0.5,0.0
8000,0.2857142857142857,0.3187066974595843,0.25,1.0,0.8,1.0,0.5,0.0
8000,0.2857142857142857,0.3187066974595843,0.75,0.5,0.8,0.0,0.5,0.0
8000,0.2857142857142857,0.45727482678983833,0.25,1.0,0.8,0.5,0.5,0.0
7000,0.2857142857142857,0.5496535796766743,0.375,1.0,0.8,1.0,0.5,0.4
2200,0.2857142857142857,0.24942263279445726,0.5,1.0,0.8,0.0,0.5,0.0
8000,0.2857142857142857,0.3648960739030023,0.25,0.5,0.8,1.0,0.0,0.0
5500,0.2857142857142857,0.12471131639722864,0.375,1.0,0.8,1.0,0.0,0.0
20000,0.5714285714285714,0.5034642032332562,0.25,1.0,0.8,1.0,0.5,0.8000000000000002
7000,0.2857142857142857,0.4341801385681293,0.25,1.0,0.8,1.0,0.5,0.0
3500,0.0,0.11085450346420322,0.375,1.0,0.8,0.0,0.5,0.0
5000,0.2857142857142857,0.45727482678983833,0.25,0.5,0.8,1.0,0.0,0.0
20000,0.5714285714285714,0.45727482678983833,0.25,0.5,0.8,0.5,0.5,0.4
7000,0.2857142857142857,0.2956120092378753,0.25,1.0,0.8,1.0,0.5,0.0
10000,0.2857142857142857,0.3187066974595843,0.375,1.0,0.8,1.0,0.5,0.4
7000,0.2857142857142857,0.3187066974595843,0.25,0.5,0.8,1.0,0.0,0.0
12000,0.5714285714285714,0.45727482678983833,0.25,1.0,0.8,0.5,0.5,0.4
14500,0.2857142857142857,0.4110854503464203,0.375,0.5,0.8,1.0,0.0,0.4
6000,0.0,0.3187066974595843,0.375,1.0,0.8,1.0,0.5,0.0
9500,0.2857142857142857,0.3187066974595843,0.375,1.0,0.8,1.0,0.5,0.4
10000,0.2857142857142857,0.20323325635103925,0.5,0.5,0.8,0.5,0.5,0.4
3500,0.0,0.050808314087759814,0.25,1.0,0.8,1.0,0.5,0.0
9000,0.2857142857142857,0.3648960739030023,0.375,1.0,0.8,0.5,0.5,0.4
40000,0.5714285714285714,0.5588914549653579,0.5,0.5,0.8,1.0,0.5,0.4
16500,0.5714285714285714,0.5034642032332562,0.25,1.0,0.8,1.0,0.5,0.0
8000,0.5714285714285714,0.3187066974595843,0.25,0.5,0.8,1.0,1.0,0.4
12000,0.2857142857142857,0.3648960739030023,0.25,1.0,0.8,0.0,0.5,0.0
6500,0.2857142857142857,0.3048498845265589,0.5,1.0,0.8,1.0,1.0,0.0
40000,0.8571428571428571,0.5958429561200923,0.375,1.0,0.8,1.0,0.5,0.8000000000000002
5000,0.0,0.08314087759815242,0.25,1.0,0.8,0.5,0.5,0.0
9000,0.2857142857142857,0.3187066974595843,0.25,1.0,0.8,0.5,0.5,0.0
7000,0.0,0.10623556581986142,0.25,0.5,0.8,1.0,0.0,0.0
18000,0.2857142857142857,0.38799076212471134,0.5,0.5,0.8,0.5,1.0,0.0
9000,0.0,0.4341801385681293,0.375,1.0,0.8,1.0,0.5,0.4
5500,0.0,0.20323325635103925,0.375,0.5,0.8,0.0,0.5,0.0
7500,0.2857142857142857,0.3648960739030023,0.25,0.5,0.8,1.0,0.0,0.0
4000,0.2857142857142857,0.27251732101616627,0.375,0.5,0.8,1.0,0.5,0.0
10500,0.5714285714285714,0.3648960739030023,0.5,0.5,0.8,1.0,0.0,0.4
15000,0.5714285714285714,0.5034642032332562,0.25,0.5,0.8,1.0,0.5,0.4
15000,0.2857142857142857,0.3648960739030023,0.25,0.5,0.8,0.0,0.5,0.0
50000,0.0,0.9999999999999999,0.5,1.0,0.8,0.0,0.5,0.8000000000000002
12000,0.2857142857142857,0.4341801385681293,0.375,0.5,0.8,1.0,0.0,0.4
11000,0.2857142857142857,0.24942263279445726,0.5,0.5,0.8,1.0,0.5,0.0
12000,0.2857142857142857,0.8267898383371823,0.375,0.5,0.8,1.0,0.0,0.4
8000,0.2857142857142857,0.45727482678983833,0.25,1.0,0.8,0.0,0.5,0.0
18000,0.2857142857142857,0.27251732101616627,0.25,1.0,0.8,0.5,0.5,0.4
8000,0.2857142857142857,0.3418013856812933,0.5,0.5,0.8,0.5,0.5,0.4
7000,0.2857142857142857,0.3117782909930716,0.5,1.0,0.8,1.0,0.5,0.0
6500,0.0,0.015704387990762122,0.25,0.5,0.8,0.0,0.5,0.0
13000,0.8571428571428571,0.5496535796766743,0.25,0.5,0.8,1.0,0.5,0.0
9000,0.2857142857142857,0.22632794457274827,0.25,0.5,0.8,1.0,0.0,0.0
10000,0.8571428571428571,0.5080831408775981,0.5,0.5,0.8,1.0,0.5,0.4
12000,0.2857142857142857,0.45727482678983833,0.375,1.0,0.8,1.0,0.5,0.4
5000,0.2857142857142857,0.17644341801385682,0.25,1.0,0.8,1.0,0.5,0.0
6000,0.2857142857142857,0.3187066974595843,0.375,1.0,0.8,1.0,0.5,0.0
5200,0.0,0.3418013856812933,0.5,1.0,0.8,1.0,0.5,0.0
15000,0.5714285714285714,0.6882217090069284,0.375,1.0,0.8,1.0,1.0,0.4
9000,0.2857142857142857,0.4110854503464203,0.25,1.0,0.8,1.0,0.5,0.4
24000,0.0,0.3233256351039261,0.375,1.0,0.8,0.0,0.0,0.0
5500,0.0,0.18013856812933027,0.25,0.5,0.8,1.0,0.5,0.0
10000,0.0,0.3187066974595843,0.375,0.5,0.8,1.0,0.0,0.0
15000,0.2857142857142857,0.45727482678983833,0.25,0.5,0.8,0.5,0.5,0.0
4700,0.0,0.11085450346420322,0.375,1.0,0.8,0.0,0.5,0.0
5000,0.0,0.22632794457274827,0.25,0.5,0.8,0.5,0.5,0.0
5000,0.2857142857142857,0.20323325635103925,0.5,0.5,0.8,0.5,0.5,0.0
15000,0.5714285714285714,0.6420323325635103,0.375,1.0,0.8,1.0,0.5,0.0
5000,0.0,0.22632794457274827,0.375,0.5,0.8,0.5,0.5,0.0
6000,0.2857142857142857,0.3187066974595843,0.25,0.5,0.8,1.0,0.5,0.0
18000,0.5714285714285714,0.5496535796766743,0.375,0.5,0.8,0.5,0.5,0.0
8000,0.2857142857142857,0.20323325635103925,0.375,0.5,0.8,1.0,0.0,0.0
13000,0.0,0.22632794457274827,0.5,0.5,0.8,0.0,0.0,0.0
7500,0.2857142857142857,0.18013856812933027,0.25,0.5,0.8,1.0,0.5,0.0
12000,0.5714285714285714,0.45727482678983833,0.25,1.0,0.8,1.0,0.5,0.4
11000,0.2857142857142857,0.3418013856812933,0.25,0.5,0.8,1.0,0.0,0.0
6000,0.0,0.20323325635103925,0.25,1.0,0.8,1.0,1.0,0.0
20000,0.5714285714285714,0.45727482678983833,0.375,0.5,0.8,1.0,0.0,0.4
7000,0.2857142857142857,0.22632794457274827,0.375,0.5,0.8,1.0,0.0,0.4
30000,0.8571428571428571,0.7344110854503464,0.25,0.5,0.8,1.0,0.0,0.4
7500,0.2857142857142857,0.24942263279445726,0.25,0.5,0.8,1.0,0.0,0.0
6500,0.0,0.24942263279445726,0.375,1.0,0.8,1.0,0.5,0.4
3000,0.0,0.08775981524249422,0.5,1.0,0.8,1.0,0.5,0.0
5200,0.2857142857142857,0.2956120092378753,0.375,0.5,0.8,1.0,0.0,0.0
25000,0.2857142857142857,0.45727482678983833,0.375,1.0,0.8,0.0,0.5,0.4
12500,0.2857142857142857,0.3094688221709007,0.25,0.5,0.8,1.0,0.5,0.4
8500,0.2857142857142857,0.3279445727482679,0.25,0.5,0.8,1.0,0.5,0.4
3500,0.2857142857142857,0.22632794457274827,0.75,0.5,0.8,1.0,0.0,0.0
7000,0.2857142857142857,0.3648960739030023,0.25,1.0,0.8,1.0,0.5,0.0
3000,0.0,0.06928406466512702,0.25,1.0,0.8,1.0,0.5,0.0
14000,0.2857142857142857,0.5496535796766743,0.375,0.5,0.8,1.0,0.5,0.4
18000,0.0,0.3187066974595843,0.25,1.0,0.8,0.0,0.5,0.0
3500,0.0,0.45727482678983833,0.25,1.0,0.8,0.5,0.5,0.0
16000,0.2857142857142857,0.5727482678983833,0.25,1.0,0.8,1.0,0.5,0.4
35000,0.8571428571428571,0.7344110854503464,0.25,1.0,0.8,1.0,0.5,0.8000000000000002
21000,0.2857142857142857,0.3187066974595843,0.25,1.0,0.8,0.5,0.5,0.0
4500,0.0,0.20323325635103925,0.25,1.0,0.8,1.0,0.5,0.0
15000,0.2857142857142857,0.3829099307159353,0.375,1.0,0.8,0.5,0.5,0.4
4500,0.0,0.10161662817551963,0.25,1.0,0.8,1.0,0.5,0.0
5500,0.0,0.8267898383371823,0.25,1.0,0.8,1.0,0.5,0.0
8500,0.2857142857142857,0.3648960739030023,0.375,1.0,0.8,1.0,0.5,0.4
5000,0.0,0.22632794457274827,0.25,0.5,0.8,0.5,0.5,0.0
8500,0.2857142857142857,0.2817551963048499,0.25,0.5,0.8,1.0,0.0,0.0
9000,0.2857142857142857,0.2956120092378753,0.5,0.5,0.8,1.0,0.5,0.0
7500,0.0,0.24942263279445726,0.375,1.0,0.8,0.5,0.5,0.0
7000,0.2857142857142857,0.20323325635103925,0.375,0.5,0.8,0.0,0.0,0.4
15000,0.5714285714285714,0.6189376443418013,0.375,0.5,0.8,1.0,1.0,0.4
7000,0.2857142857142857,0.27251732101616627,0.5,1.0,0.8,0.5,0.5,0.4
10000,0.5714285714285714,0.5496535796766743,0.5,1.0,0.8,0.0,0.5,0.0
7000,0.2857142857142857,0.3187066974595843,0.375,1.0,0.8,1.0,0.5,0.0
3200,0.5714285714285714,0.3648960739030023,0.375,0.5,0.8,0.0,0.5,0.4
6000,0.2857142857142857,0.27251732101616627,0.25,0.5,0.8,0.5,0.5,0.0
12000,0.2857142857142857,0.4110854503464203,0.375,1.0,0.8,1.0,0.5,0.4
6000,0.2857142857142857,0.3418013856812933,0.25,1.0,0.8,1.0,0.5,0.0
10000,0.5714285714285714,0.5727482678983833,0.375,1.0,0.8,1.0,0.5,0.4
12000,0.5714285714285714,0.45727482678983833,0.5,1.0,0.8,0.5,0.5,0.8000000000000002
8000,0.2857142857142857,0.27251732101616627,0.25,1.0,0.8,0.5,0.5,0.0
5300,0.2857142857142857,0.2956120092378753,0.375,0.5,0.8,1.0,0.5,0.0
5000,0.2857142857142857,0.20323325635103925,0.5,0.5,0.8,1.0,0.0,0.0
8500,0.5714285714285714,0.3648960739030023,0.25,1.0,0.8,1.0,0.5,0.4
22000,0.5714285714285714,0.45727482678983833,0.25,0.5,0.8,0.5,0.5,0.4
7000,0.2857142857142857,0.45727482678983833,0.25,1.0,0.8,1.0,0.5,0.0
25000,0.5714285714285714,0.6420323325635103,0.875,0.5,0.8,0.0,0.0,0.8000000000000002
7000,0.2857142857142857,0.27251732101616627,0.375,0.5,0.8,0.5,0.0,0.0
15000,0.2857142857142857,0.32933025404157046,0.25,0.5,0.8,0.0,1.0,0.0
6000,0.0,0.14318706697459585,0.25,0.5,0.8,1.0,0.5,0.0
8000,0.2857142857142857,0.4110854503464203,0.25,1.0,0.8,0.5,0.5,0.0
40000,0.5714285714285714,0.6420323325635103,0.25,0.5,0.8,0.0,0.5,0.4
6000,0.0,0.9930715935334873,0.375,1.0,0.8,0.5,0.0,0.0
15000,0.2857142857142857,0.2956120092378753,0.25,0.5,0.8,0.5,0.5,0.0
6500,0.2857142857142857,0.3648960739030023,0.375,1.0,0.8,0.5,0.5,0.0
8000,0.5714285714285714,0.3648960739030023,0.5,1.0,0.8,0.5,0.5,0.0
5500,0.0,0.22632794457274827,0.25,0.5,0.8,1.0,0.5,0.0
9000,0.5714285714285714,0.7806004618937644,0.375,1.0,0.8,0.5,0.5,0.4
6000,0.0,0.05542725173210162,0.25,0.5,0.8,0.5,0.5,0.0
15000,0.0,0.22863741339491916,0.25,1.0,0.8,0.0,0.5,0.0
30000,0.8571428571428571,0.9999999999999999,0.25,1.0,0.8,0.0,0.5,0.8000000000000002
30000,0.5714285714285714,0.5727482678983833,0.25,1.0,0.8,1.0,0.5,0.4
5000,0.0,0.3187066974595843,0.25,0.5,0.8,1.0,0.5,0.0
15000,0.2857142857142857,0.4110854503464203,0.25,1.0,0.8,1.0,0.0,0.0
6500,0.0,0.2956120092378753,0.375,1.0,0.8,0.5,0.5,0.0
4500,0.2857142857142857,0.3418013856812933,0.25,1.0,0.8,0.0,0.5,0.0
7000,0.2857142857142857,0.20323325635103925,0.25,0.5,0.8,1.0,0.5,0.0
6500,0.0,0.15704387990762125,0.375,0.5,0.8,0.5,0.5,0.0
17500,0.0,0.21709006928406466,0.375,0.5,0.8,0.0,0.0,0.4
10000,0.2857142857142857,0.4110854503464203,0.25,1.0,0.8,1.0,0.5,0.0
1500,0.0,0.08775981524249422,0.25,1.0,0.8,0.5,0.5,0.0
25000,0.5714285714285714,0.5034642032332562,0.5,1.0,0.8,1.0,0.5,0.8000000000000002
12000,0.2857142857142857,0.3648960739030023,0.375,0.5,0.8,1.0,0.5,0.0
7500,0.5714285714285714,0.45727482678983833,0.25,0.5,0.8,0.0,0.5,0.4
7000,0.0,0.3648960739030023,0.375,0.5,0.8,1.0,0.5,0.0
3500,0.0,0.08775981524249422,0.125,1.0,0.8,0.5,0.5,0.0
10000,0.5714285714285714,0.5450346420323325,0.375,0.5,0.8,1.0,0.5,0.4
14000,0.2857142857142857,0.4110854503464203,0.25,0.5,0.8,1.0,0.0,0.4
15000,0.2857142857142857,0.6882217090069284,0.25,1.0,0.8,1.0,0.5,0.4
6500,0.2857142857142857,0.27251732101616627,0.5,1.0,0.8,1.0,0.5,0.0
10000,0.5714285714285714,0.3648960739030023,0.25,1.0,0.8,1.0,0.5,0.0
10500,0.2857142857142857,0.3648960739030023,0.375,0.5,0.8,1.0,1.0,0.4
10000,0.5714285714285714,0.4110854503464203,0.25,0.5,0.8,0.5,0.5,0.4
5000,0.0,0.15704387990762125,0.25,0.5,0.8,0.5,0.5,0.0
9000,0.2857142857142857,0.3648960739030023,0.25,0.5,0.8,1.0,0.5,0.0
20000,0.2857142857142857,0.7344110854503464,0.25,0.5,0.8,1.0,0.0,0.4
35000,0.5714285714285714,0.4628175519630485,0.5,0.5,0.8,0.5,0.5,0.4
15000,0.5714285714285714,0.5496535796766743,0.25,0.5,0.8,1.0,0.0,0.4
20000,0.2857142857142857,0.3187066974595843,0.375,1.0,0.8,0.0,0.5,0.0
12000,0.2857142857142857,0.45727482678983833,0.375,1.0,0.8,0.5,0.5,0.0
8000,0.2857142857142857,0.3648960739030023,0.25,0.5,0.8,1.0,0.0,0.0
3000,0.0,0.22632794457274827,0.25,1.0,0.8,0.5,0.5,0.0
20000,0.5714285714285714,0.5496535796766743,0.25,0.5,0.8,0.5,0.0,0.4
9000,0.0,0.20323325635103925,0.25,0.5,0.8,1.0,0.0,0.0
13000,0.5714285714285714,0.4341801385681293,0.25,0.5,0.8,1.0,0.5,0.4
7000,0.0,0.15704387990762125,0.25,0.5,0.8,1.0,0.5,0.0
9000,0.0,0.20323325635103925,0.25,0.5,0.8,1.0,0.5,0.0
9000,0.0,0.24942263279445726,0.25,0.5,0.8,0.5,0.0,0.0
10000,0.2857142857142857,0.13394919168591224,0.25,0.5,0.8,1.0,0.0,0.0
15000,0.5714285714285714,0.5727482678983833,0.25,1.0,0.8,0.5,0.5,0.4
7000,0.2857142857142857,0.3187066974595843,0.5,1.0,0.8,1.0,0.5,0.0
8000,0.5714285714285714,0.37043879907621247,0.25,1.0,0.8,1.0,0.5,0.4
